"Year","ProjectFolder","FileName","Extension","Category","FullPath","SizeKB","LastModified","CVG_TypeCode","ProjectSlug","PublishPriority","CRS_EPSG","GPKG_Ready","GeoServerLayer","Notes"
"2023","2311 Arcadis","Exceedances.aprx",".aprx","arcgis_project","Z:\2023\2311 Arcadis\A_Fort Lauderdale\5_Flood Projection\2_SLR Projections\Exceedances\Exceedances.aprx","1266.6","2024-09-27","unknown","","","","no","",""
"2023","2311 Arcadis","Ft Lauderdale SLR.aprx",".aprx","arcgis_project","Z:\2023\2311 Arcadis\A_Fort Lauderdale\5_Flood Projection\2_SLR Projections\Ft Lauderdale SLR\Ft Lauderdale SLR.aprx","183.9","2024-08-28","slr","","","","no","",""
"2023","2311 Arcadis","Combo.aprx",".aprx","arcgis_project","Z:\2023\2311 Arcadis\A_Fort Lauderdale\5_Flood Projection\Combo aprx\Combo.aprx","3413.8","2024-09-27","unknown","","","","no","",""
"2023","2311 Arcadis","Depth Grid Processing.aprx",".aprx","arcgis_project","Z:\2023\2311 Arcadis\A_Fort Lauderdale\5_Flood Projection\Depth Grid Processing\Depth Grid Processing.aprx","92.4","2025-02-06","unknown","","","","no","",""
"2023","2311 Arcadis","ExposureConfigurations.aprx",".aprx","arcgis_project","Z:\2023\2311 Arcadis\A_Fort Lauderdale\5_Flood Projection\ExposureConfigurations\ExposureConfigurations.aprx","302.1","2024-08-13","unknown","","","","no","",""
"2023","2311 Arcadis","Fort Lauderdale Rainfall APRX.aprx",".aprx","arcgis_project","Z:\2023\2311 Arcadis\A_Fort Lauderdale\5_Flood Projection\Fort Lauderdale Rainfall APRX\Fort Lauderdale Rainfall APRX.aprx","1973.3","2024-09-25","unknown","","","","no","",""
"2023","2311 Arcadis","Fort Lauderdale SLR.aprx",".aprx","arcgis_project","Z:\2023\2311 Arcadis\A_Fort Lauderdale\5_Flood Projection\Fort Lauderdale SLR\Fort Lauderdale SLR.aprx","2114.2","2025-01-28","slr","","","","no","",""
"2023","2311 Arcadis","Fort Lauderdale Surge.aprx",".aprx","arcgis_project","Z:\2023\2311 Arcadis\A_Fort Lauderdale\5_Flood Projection\Fort Lauderdale Surge\Fort Lauderdale Surge.aprx","8.7","2023-12-15","surge","","","","no","",""
"2023","2311 Arcadis","Fort Lauderdale Surge 1.aprx",".aprx","arcgis_project","Z:\2023\2311 Arcadis\A_Fort Lauderdale\5_Flood Projection\Fort Lauderdale Surge 1\Fort Lauderdale Surge 1.aprx","1483.2","2024-10-01","surge","","","","no","",""
"2023","2311 Arcadis","Roadway Map Generator.aprx",".aprx","arcgis_project","Z:\2023\2311 Arcadis\A_Fort Lauderdale\6_Analysis\Roadway Map Generator\Roadway Map Generator.aprx","1050.8","2025-02-25","unknown","","","","no","",""
"2023","2311 Arcadis","Fort Lauderdale Sensitivity Analysis - Copy.aprx",".aprx","arcgis_project","Z:\2023\2311 Arcadis\A_Fort Lauderdale\6_Analysis\Sensitivity Analysis\Fort Lauderdale Sensitivity Analysis - Copy.aprx","3787.1","2025-03-27","unknown","","","","no","",""
"2023","2311 Arcadis","Fort Lauderdale Sensitivity Analysis.aprx",".aprx","arcgis_project","Z:\2023\2311 Arcadis\A_Fort Lauderdale\6_Analysis\Sensitivity Analysis\Fort Lauderdale Sensitivity Analysis.aprx","4734.5","2025-02-25","unknown","","","","no","",""
"2023","2311 Arcadis","Fort Lauderdale Sensitivity Analysis.sync-conflict-20240828-103855-3G6PFXI.aprx",".aprx","arcgis_project","Z:\2023\2311 Arcadis\A_Fort Lauderdale\6_Analysis\Sensitivity Analysis\Fort Lauderdale Sensitivity Analysis.sync-conflict-20240828-103855-3G6PFXI.aprx","2491.7","2024-08-30","unknown","","","","no","",""
"2023","2311 Arcadis","Fort Lauderdale Sensitivity Analysis.sync-conflict-20240828-104419-3G6PFXI.aprx",".aprx","arcgis_project","Z:\2023\2311 Arcadis\A_Fort Lauderdale\6_Analysis\Sensitivity Analysis\Fort Lauderdale Sensitivity Analysis.sync-conflict-20240828-104419-3G6PFXI.aprx","2490.5","2024-08-27","unknown","","","","no","",""
"2023","2311 Arcadis","Fort Lauderdale Sensitivity Analysis_AC.aprx",".aprx","arcgis_project","Z:\2023\2311 Arcadis\A_Fort Lauderdale\6_Analysis\Sensitivity Analysis\Fort Lauderdale Sensitivity Analysis_AC.aprx","2491.5","2024-08-30","unknown","","","","no","",""
"2023","2311 Arcadis","Roadway_Final.aprx",".aprx","arcgis_project","Z:\2023\2311 Arcadis\A_Fort Lauderdale\Roadway_Final\Roadway_Final.aprx","220.4","2025-02-25","unknown","","","","no","",""
"2023","2312 CFernandez","Lot and land.aprx",".aprx","arcgis_project","Z:\2023\2312 CFernandez\Geotargeting_mitbanks\Lot and land.aprx","466.3","2023-08-14","unknown","","","","no","",""
"2023","2313 BBlissett","2313 Wetland and Wildlife Survey.aprx",".aprx","arcgis_project","Z:\2023\2313 BBlissett\Project Maps\2313 Wetland and Wildlife Survey\2313 Wetland and Wildlife Survey.aprx","17.7","2023-07-27","wetland","","","","no","",""
"2023","2314 DHague","2314 Wetland Delineation.aprx",".aprx","arcgis_project","Z:\2023\2314 DHague\Wetland Delineation Aprx\2314 Wetland Delineation\2314 Wetland Delineation.aprx","670.3","2023-08-22","wetland","","","","no","",""
"2023","2316 VFlaherty","1869 Linville Road.aprx",".aprx","arcgis_project","Z:\2023\2316 VFlaherty\Wetland Aprx\1869 Linville Road\1869 Linville Road.aprx","1009.4","2026-02-24","unknown","","","","no","",""
"2023","2320 ARuppel","2016 N Grandview Ave.aprx",".aprx","arcgis_project","Z:\2023\2320 ARuppel\2016 N Grandview Ave\2016 N Grandview Ave.aprx","17.7","2023-09-06","unknown","","","","no","",""
"2023","2322 GMorello","Shell Harbor Rd.aprx",".aprx","arcgis_project","Z:\2023\2322 GMorello\Wetland APRX\Shell Harbor Rd\Shell Harbor Rd.aprx","659.2","2023-12-04","unknown","","","","no","",""
"2023","2324 CBlack","Blossom Rd.aprx",".aprx","arcgis_project","Z:\2023\2324 CBlack\Wetland APRX\Blossom Rd\Blossom Rd.aprx","533.1","2023-09-25","unknown","","","","no","",""
"2023","2327 RJones","6th Ave.aprx",".aprx","arcgis_project","Z:\2023\2327 RJones\Wetland APRX\6th Ave\6th Ave.aprx","859.1","2024-10-18","unknown","","","","no","",""
"2023","2329 WGuzman","CG2329 Wetland Delineation-RenVersion.aprx",".aprx","arcgis_project","Z:\2023\2329 WGuzman\A Quail Nest Barndominium\Aprx\CG2329 Wetland Delineation\CG2329 Wetland Delineation-RenVersion.aprx","2512.4","2024-12-23","wetland","","","","no","",""
"2023","2329 WGuzman","CG2329 Wetland Delineation.aprx",".aprx","arcgis_project","Z:\2023\2329 WGuzman\A Quail Nest Barndominium\Aprx\CG2329 Wetland Delineation\CG2329 Wetland Delineation.aprx","2555.6","2025-03-13","wetland","","","","no","",""
"2023","2329 WGuzman","MyProject65.aprx",".aprx","arcgis_project","Z:\2023\2329 WGuzman\A Quail Nest Barndominium\Aprx\DEMS\MyProject65\MyProject65.aprx","1267","2025-01-03","unknown","","","","no","",""
"2023","2331 MWest","East Crystal View.aprx",".aprx","arcgis_project","Z:\2023\2331 MWest\East Crystal View\East Crystal View.aprx","17.8","2023-10-19","unknown","","","","no","",""
"2023","2334 DDeen","CG2334 DDeen.aprx",".aprx","arcgis_project","Z:\2023\2334 DDeen\Aprx\CG2334 DDeen\CG2334 DDeen.aprx","671.3","2024-12-30","unknown","","","","no","",""
